Lista_Aleatoria,Lista_80_Ordenada,Lista_Decrescente
48669,45628,53383
21386,45632,53376
74054,45642,53368
47933,45654,53361
16791,45659,53359
28305,15909,53349
97120,45705,53348
38074,3159,53330
87374,45733,53320
64886,45744,53319
95099,45746,53313
80622,45758,53303
36142,45769,53287
81306,45771,53278
88876,45778,53278
2001,45784,53271
13021,45799,53248
61918,45799,53243
32976,45822,53235
55344,45822,53230
41204,45828,53221
76089,45841,53189
85255,45881,53185
24653,45883,53178
49094,37565,53177
20604,40776,53149
70600,45896,53136
13187,45911,53132
52885,45934,53125
3091,45944,53121
28345,45946,53120
28534,45961,53103
22832,3969,53102
5736,46012,53093
1319,46024,53092
66092,46027,53088
92521,46043,53088
76386,46045,53071
40101,46060,53064
79751,89165,53039
53750,46085,53022
51154,46088,53021
97302,46089,53013
45230,46093,52963
89953,46106,52959
55340,46115,52943
99097,46130,52905
77463,46139,52904
20865,46160,52901
20300,46163,52890
2208,46221,52883
69319,28329,52879
35508,46239,52878
32562,44775,52870
78247,46266,52863
15096,46273,52845
41331,46323,52844
41392,46332,52844
13744,46332,52835
8669,46337,52833
35857,46384,52811
20446,46414,52805
89588,46416,52800
7454,46430,52791
99170,46431,52785
67232,46440,52777
51315,18442,52770
29647,46445,52751
84068,46462,52734
87569,6304,52728
48531,46469,52723
2384,75726,52716
44912,46485,52700
33996,40229,52699
9891,4394,52693
57690,46529,52691
62517,46556,52686
34683,46559,52681
21440,46569,52668
74031,46574,52662
28950,46579,52627
44672,46582,52626
34545,46587,52614
45867,46596,52614
90003,93495,52604
20784,46609,52601
90117,46617,52601
24857,46621,52600
68910,46651,52594
67111,46651,52590
65686,46657,52554
31047,46660,52551
33169,46661,52549
68383,46670,52541
36923,50273,52528
84435,50288,52528
2168,46693,52507
34624,46705,52485
32704,46713,52484
8075,46719,52474
54975,5528,52457
66889,46727,52451
26656,46746,52439
79573,46753,52433
57861,46754,52429
86270,46768,52423
99503,46783,52420
69912,17790,52415
22483,46796,52410
64252,41522,52408
52466,46810,52406
43723,46811,52405
26121,46812,52401
47620,46818,52395
86771,46847,52387
80120,46858,52362
77593,46869,52353
14476,85659,52335
73984,46884,52332
84788,46892,52310
255,46895,52285
47851,46912,52283
1418,46918,52283
54830,46926,52278
6296,46933,52270
14172,46948,52255
11124,46965,52253
2243,46975,52252
97029,46984,52241
92315,46987,52238
73140,47006,52234
64705,47008,52231
73551,13361,52226
21378,47025,52209
92412,66124,52192
79321,47052,52186
36426,40949,52182
31766,18131,52158
63511,47102,52154
90724,47102,52143
45950,47111,52131
49531,47136,52131
70020,47138,52130
69132,47142,52128
552,47165,52123
2025,47177,52110
52630,31648,52093
73486,47212,52071
26190,47212,52069
53696,47230,52063
46307,47243,52058
31236,47246,52057
82216,47273,52051
15368,47281,52044
676,47289,52041
23223,47292,52020
13110,31852,52018
69759,47310,52017
43780,47313,52016
23975,69594,52015
93727,47328,52010
17165,47348,52010
28947,50241,52004
11314,47358,52000
41214,47358,51999
16437,47380,51982
30570,47381,51968
32229,47391,51960
46518,47399,51959
96947,9321,51945
25284,47404,51938
74855,47411,51938
83921,47412,51913
29213,47421,51885
14901,47430,51883
27038,58949,51882
83444,47454,51881
12115,18782,51870
12197,23935,51858
84928,36701,51851
25438,47488,51845
95610,47718,51842
53419,47502,51838
30813,47502,51837
23273,47508,51812
24519,47510,51811
63626,47512,51807
1880,47512,51799
51745,81453,51790
13770,89227,51778
20258,47568,51762
57111,47571,51750
99369,89001,51738
87850,47582,51725
38551,8326,51716
98606,72324,51704
57401,47621,51697
6324,19561,51695
45588,47636,51694
51492,47640,51688
45231,47681,51683
46279,47682,51683
79130,47686,51675
58219,47692,51656
29037,47694,51643
43487,47700,51639
66626,2596,51638
67724,47719,51633
73608,48311,51628
93685,47742,51621
99696,47760,51620
53376,47781,51616
13220,47787,51595
68999,47819,51562
44813,47828,51535
86018,47828,51518
48129,82675,51515
75596,90085,51512
48927,47848,51499
77658,47859,51493
66832,47893,51479
86792,84405,51478
76509,47903,51476
33308,47910,51476
67820,47928,51474
86872,58053,51463
15704,47955,51457
92733,7851,51455
65362,47979,51449
97145,47980,51426
18807,47981,51426
39508,47992,51415
80622,48011,51387
8784,48019,51373
48150,84860,51373
7007,48026,51357
6999,48036,51354
98967,48047,51341
60821,48049,51340
91729,48051,51322
24773,48053,51315
73546,48057,51283
86033,48060,51280
40829,48074,51248
56425,48084,51243
67474,48099,51227
31650,48117,51227
86734,65301,51225
54793,48136,51223
19896,48149,51216
18292,48154,51211
97871,48169,51209
14445,48174,51208
35690,48214,51202
10760,48221,51177
56502,48222,51165
84942,48225,51163
20855,48249,51161
3882,48260,51161
42102,48263,51152
54439,48300,51139
87063,48301,51139
4690,60418,51103
85248,95941,51100
98605,48313,51095
73995,48316,51090
60920,48317,51059
97511,48318,51044
86001,27832,51044
69347,38175,51033
88809,87188,51031
80902,48346,51017
93734,48346,51015
58210,48374,51009
16707,48385,51001
80711,48415,50994
18581,48417,50990
69043,48443,50984
96614,48445,50982
30155,48446,50972
52763,35132,50970
97781,62922,50969
29597,48475,50961
55868,19611,50960
18605,48482,50934
88152,48497,50931
14909,48507,50917
55472,79045,50915
21835,48511,50904
18842,48517,50903
94592,48530,50902
5018,1538,50896
26747,48542,50873
38522,48545,50867
12536,48549,50861
2281,48567,50860
53912,48568,50847
29052,48569,50831
10454,48574,50753
59549,48575,50750
14465,48575,50735
58437,48589,50728
97247,91104,50718
62349,48595,50690
77859,48612,50654
1064,48616,50646
88461,48637,50641
92122,74226,50621
89329,23593,50620
68851,35511,50614
15026,48660,50577
72301,48660,50574
33160,48664,50556
40614,35517,50548
55546,48666,50500
82375,48674,50487
71050,48677,50485
99852,48679,50484
92043,48682,50469
25258,48694,50465
90313,48703,50461
16557,48707,50460
14183,48714,50451
83565,48718,50447
57747,48736,50431
66960,48737,50431
5060,48769,50430
63044,48799,50427
91924,48809,50419
69965,48819,50418
24113,47627,50411
6767,48827,50400
40505,20468,50392
44174,48836,50387
84901,48855,50374
15979,9751,50350
53510,48877,50348
42613,48879,50345
78964,48895,50332
76918,48900,50320
4150,48910,50318
25627,48961,50302
94840,48965,50271
89209,48984,50267
83397,48996,50258
8168,48997,50248
46768,49004,50247
6640,49012,50233
12981,49033,50221
67864,49049,50185
83658,49057,50171
20458,49062,50165
56036,49063,50156
66346,49100,50154
11479,49141,50139
71306,80495,50124
57971,49149,50118
53524,49164,50118
28167,49169,50116
31150,11720,50116
23591,49188,50103
21272,49191,50055
44856,49192,50052
47620,49194,50048
87246,58758,50046
7445,49270,50044
24453,49280,50037
92837,49292,50032
22745,49306,50019
12383,49309,50013
82117,72746,50001
1549,68876,49989
51588,49326,49977
92350,49329,49968
28686,55597,49961
73959,49348,49955
42554,49355,49921
92089,49359,49907
31236,49379,49891
76174,49391,49878
86008,49403,49855
96163,53309,49848
96570,49417,49819
86088,61870,49809
61803,49478,49808
92648,49504,49802
3640,49507,49795
46,49531,49792
28783,49543,49756
75558,47515,49749
63643,26747,49715
52343,49549,49708
24567,78454,49703
42020,1672,49697
98431,51248,49690
60732,49576,49683
60844,49592,49660
42308,49594,49657
2061,49594,49657
66622,49600,49650
66268,49608,49629
3106,47326,49612
25459,49793,49604
82481,49631,49588
29302,49631,49575
89904,49632,49547
16074,49632,49543
88981,49641,49526
83569,49676,49525
99180,49732,49506
75783,49734,49501
55159,49740,49489
71829,73648,49480
31180,49748,49478
54470,29259,49472
4686,49758,49468
58101,49765,49460
52385,27432,49458
53451,49786,49455
5314,49786,49454
42033,49792,49449
43154,35312,49446
24997,49793,49432
91317,49801,49426
37799,49821,49419
58633,44568,49416
2311,49853,49415
43090,49865,49410
66272,49874,49403
1597,37522,49384
24255,49906,49378
94780,49916,49316
48614,49919,49313
43887,34094,49292
27602,49953,49290
30120,49956,49290
24457,49964,49280
95614,49971,49278
10743,49981,49276
61877,49988,49275
3078,49996,49261
70426,50018,49254
90631,50029,49249
28848,95838,49232
57446,50056,49223
48578,50084,49183
54005,50117,49163
16241,50127,49162
16296,50128,49143
18923,72537,49134
79457,50129,49134
77197,50131,49100
28489,50143,49091
20323,50144,49085
93109,50167,49078
34082,50179,49073
81271,50185,49066
62391,50196,49014
62043,50206,49002
52964,26929,48999
25305,74868,48985
23303,50232,48964
14547,90919,48963
81151,86901,48961
55453,50244,48951
73874,50257,48946
5024,50261,48938
39528,92318,48928
96809,78401,48926
42358,50317,48915
38540,50332,48914
62013,50341,48913
22930,50343,48910
6919,50347,48891
53690,50359,48877
67974,50386,48875
87169,41052,48873
91328,50393,48861
27909,50398,48861
59645,50398,48860
89821,71057,48857
8374,50407,48844
13276,75871,48824
18610,50438,48813
85424,50481,48808
60122,29637,48775
56885,50511,48757
74722,50536,48754
86938,50568,48730
90936,50576,48726
46302,50578,48726
85487,50589,48720
7155,50604,48716
86409,50641,48700
24261,50654,48688
56354,5380,48686
25689,50699,48669
82837,50722,48658
39877,50736,48641
72917,50743,48637
5974,50748,48610
50603,50762,48608
75735,50775,48599
30612,50785,48570
89122,50803,48568
5507,33616,48557
85778,50841,48553
34479,52396,48535
42420,50912,48516
47500,50955,48504
6385,50962,48498
50766,50974,48490
34700,50993,48463
13156,50996,48449
28941,50999,48428
85474,51023,48395
57363,51032,48392
77335,51053,48390
60552,51064,48364
41479,23785,48359
43119,51077,48350
40557,51086,48349
32952,51087,48336
61434,51087,48329
2778,48331,48329
36532,51097,48327
32727,51103,48314
7092,51111,48310
56943,51131,48291
43901,51141,48287
50043,51145,48286
806,51163,48279
38824,51164,48275
72075,77054,48235
27821,51190,48217
30775,98770,48216
50325,51194,48213
91520,51211,48207
50290,42713,48195
62939,51233,48172
65904,86331,48169
48979,51261,48164
69434,54114,48146
54221,51263,48130
88966,51268,48123
2849,51289,48110
89316,51293,48109
21439,51294,48088
16082,51305,48081
85011,51314,48077
58238,7613,48074
95941,51327,48064
79522,43775,48053
59137,51378,48034
637,51381,48034
64099,51400,48033
62480,48822,48027
53551,51418,48026
21926,67348,47983
81090,51430,47983
62567,51431,47976
82091,51434,47969
16461,51437,47967
83361,51449,47940
85946,51460,47934
59754,51468,47931
42935,24534,47907
45708,51481,47902
36119,51495,47900
89155,51499,47893
45560,51501,47887
78174,51501,47887
6721,51503,47886
48849,43570,47866
96822,51516,47865
91598,51533,47862
70388,51539,47853
43317,30813,47853
16174,51554,47837
59607,51563,47837
40710,51576,47812
33003,51586,47806
16051,51586,47801
80034,51588,47792
78418,51589,47768
91164,93379,47760
93747,51626,47750
69514,51631,47726
16390,50391,47725
99547,51657,47697
25551,51657,47666
88360,41101,47665
3860,51674,47663
74706,51682,47663
57585,22519,47660
51727,51739,47654
1269,51742,47653
63821,51758,47646
66626,51775,47630
74054,51778,47615
76026,51816,47610
25737,58683,47605
97730,31775,47581
32907,51870,47575
6153,51874,47568
99272,51880,47553
77049,51881,47529
53737,51882,47526
13540,51908,47523
85217,51919,47494
68204,51933,47476
95584,67880,47475
15176,51944,47475
94585,10396,47473
87450,51964,47472
33498,59197,47468
56742,52010,47464
49106,52040,47462
96366,52058,47458
59869,52066,47440
61926,52069,47430
46064,4522,47425
34497,52095,47375
61973,52101,47373
28569,52115,47357
11620,52115,47353
49632,29337,47345
44277,52165,47334
45342,52169,47318
63442,45531,47304
18440,52171,47290
47902,52176,47288
49197,52193,47265
47961,52206,47254
76741,54817,47205
80780,52228,47201
2744,52236,47188
87096,52236,47178
32877,52239,47174
24425,52258,47165
71646,52265,47150
32405,52307,47140
74793,52339,47134
15722,52343,47118
12315,52350,47101
50634,52356,47095
70122,52361,47086
39875,52364,47071
15907,52365,47058
14916,52388,47057
81835,94887,46994
63752,52398,46990
64591,54144,46987
66593,52455,46976
94915,52462,46968
47269,52486,46968
36985,52503,46959
98670,52517,46955
16624,52518,46950
63994,52528,46941
15255,52570,46936
66421,52576,46935
12161,52581,46929
81432,52589,46911
45222,52592,46895
14470,52596,46883
73815,52623,46872
87108,78387,46854
51999,52628,46850
88609,52636,46840
25610,52657,46831
67737,52657,46831
28831,33547,46818
66729,52669,46805
62725,27543,46805
13243,13944,46803
1354,52691,46800
39627,57052,46791
87892,52716,46791
44378,91055,46789
10523,54216,46781
62930,35373,46779
17405,52733,46771
97055,52744,46767
91397,9888,46752
12976,29719,46749
42836,52813,46748
21385,52814,46739
73162,52815,46732
43692,52815,46727
55368,85402,46713
34712,52823,46706
87198,37766,46698
47218,40444,46688
41942,52830,46657
37952,52830,46652
88448,52857,46646
28865,52864,46636
70158,52865,46629
21744,52867,46629
7318,52883,46626
24946,52898,46625
75836,52901,46616
51843,38776,46614
46753,52912,46614
364,52919,46589
58743,52933,46581
97700,52942,46542
85248,52948,46538
34233,53022,46514
49330,49319,46484
8,53034,46475
45692,53059,46474
63125,53083,46463
10792,74290,46442
89342,53089,46435
95804,53091,46434
49235,53097,46433
61880,53113,46432
71992,53123,46418
77656,53137,46416
73628,53142,46405
90239,53151,46403
24906,53159,46402
55701,53173,46396
14043,53174,46390
67509,53203,46381
20489,53204,46371
85393,48863,46346
54343,53217,46340
64783,53228,46332
23780,53236,46330
17762,53245,46322
16726,53271,46307
76932,53275,46297
10705,53286,46278
70762,53302,46242
19915,53308,46238
58010,68231,46219
70648,53320,46216
77582,53359,46216
39118,53364,46191
42721,53384,46191
7043,53401,46188
40351,56695,46175
71810,53409,46147
30229,36208,46133
22615,53444,46133
96602,53472,46111
19539,53485,46108
17680,53503,46101
80602,53513,46082
37259,53524,46079
74401,53540,46077
87731,51372,46058
62153,53552,46051
49491,53558,45993
20034,54,45976
74452,53594,45969
323,53598,45959
71201,53602,45941
52420,53603,45939
78063,53612,45920
92536,53633,45917
75749,53641,45916
20989,53662,45913
86597,48473,45908
13192,53673,45887
14804,53676,45885
36603,74029,45877
43611,53693,45872
14880,53700,45861
1634,53714,45860
46048,53718,45821
29519,53721,45818
81288,94185,45817
83096,27080,45765
13636,53744,45764
90083,54000,45744
48406,53750,45738
92480,32092,45736
90837,53767,45712
35019,53770,45710
53997,348,45699
1990,53773,45681
79512,50128,45679
27584,53827,45667
94505,53827,45661
7175,78846,45635
16854,53831,45630
22308,53832,45617
64019,35360,45617
45147,39991,45599
78152,39094,45585
23124,53916,45580
72109,53943,45570
73264,53971,45569
39143,53982,45568
83508,53990,45551
6010,54000,45550
2564,39404,45538
81698,54015,45529
52675,54023,45524
19942,10663,45506
74,44825,45505
48830,54071,45495
61952,60449,45487
84774,69428,45487
75965,78267,45482
46194,54147,45462
79768,31289,45461
46819,54167,45445
10423,54175,45440
68777,54179,45421
50137,54180,45415
26447,54183,45369
10884,54185,45367
21802,54205,45355
23167,57337,45352
32864,54233,45346
8620,54235,45339
88046,54242,45328
19141,54249,45317
82723,75786,45306
15809,54252,45285
32596,54253,45274
4798,2051,45273
96677,89612,45270
39837,54276,45269
71080,54282,45269
52390,54297,45242
83409,54302,45232
17465,54319,45225
78616,54322,45213
30420,54324,45204
60782,43019,45202
50167,54335,45197
60133,14886,45143
87907,54375,45140
63491,54391,45118
52646,54391,45116
87526,54424,45110
80509,57059,45104
33525,54445,45097
40630,54449,45079
64588,8357,45079
8012,54470,45079
95965,54479,45073
32188,54480,45048
69565,54484,45046
29154,54505,45037
2788,54538,45035
98988,54549,45023
43411,54553,45005
67618,54577,44992
27670,54579,44949
35662,54583,44940
30869,46231,44939
91684,54600,44924
18999,54613,44921
7018,54622,44918
30229,54643,44918
84963,54652,44904
47017,54671,44898
95487,90191,44886
89581,54685,44878
44693,54699,44872
321,54701,44868
85872,54706,44860
21705,54712,44858
7018,67981,44828
24163,54749,44824
3347,54759,44822
1615,54763,44815
77313,2871,44812
72917,8587,44810
46804,12697,44807
15241,54784,44801
10517,54785,44773
35611,54791,44771
79989,71760,44733
71310,37815,44696
2469,9947,44686
17499,54819,44674
34742,54821,44665
21383,54829,44650
15643,12410,44638
89331,54847,44637
18841,54852,44629
39468,54883,44591
28678,54888,44582
48840,54890,44582
80659,5669,44557
33244,54903,44550
82263,54936,44528
98802,54937,44519
25677,54941,44513
36308,54943,44512
50768,54956,44503
16176,54961,44489
69768,54966,44475
49316,54977,44446
42678,54978,44444
51477,54979,44430
25522,94561,44427
86866,54987,44414
62155,75497,44413
5313,55013,44397
96186,98891,44387
77332,55016,44383
865,55022,44376
82529,55029,44366
91475,31913,44361
19215,39000,44346
81778,55064,44342
88727,55068,44331
96354,55077,44326
71382,55081,44315
45220,55103,44312
51799,55113,44307
94495,3835,44305
681,55122,44304
65746,55137,44303
29149,92464,44284
31084,55141,44280
84121,55159,44279
6270,10559,44276
81940,55175,44267
50397,55191,44266
19874,55193,44256
5989,55193,44248
45778,67579,44245
23723,55246,44237
9601,55252,44230
31682,55295,44223
17242,55302,44186
71992,55309,44182
59031,55322,44180
53131,55329,44180
28542,55332,44171
6979,55335,44166
95265,62867,44151
24571,55349,44146
37617,67007,44134
60766,55367,44128
7595,71304,44118
54972,55372,44111
69503,55374,44090
87046,55391,44085
20093,75190,44080
58259,55423,44072
139,55427,44071
27917,55448,44057
59595,55458,44055
73718,55461,44034
70707,55491,43992
77615,55496,43956
8833,56983,43933
68964,55505,43929
55849,55540,43916
4699,55553,43916
18215,96418,43906
26657,55626,43890
54747,55627,43887
37564,55642,43883
84162,55649,43879
13306,55667,43868
88339,32451,43867
7489,55681,43841
25257,55732,43834
32858,55741,43834
33363,55748,43824
38715,55777,43823
65392,55799,43815
94721,89188,43806
40200,55818,43795
87703,55822,43794
23053,55844,43749
40844,55864,43724
3515,55873,43723
52256,55901,43720
44816,55902,43709
57206,55911,43672
53211,55922,43666
64406,55940,43651
32996,55500,43648
35131,55961,43646
48942,55963,43642
68012,55965,43623
31234,14219,43621
19188,55976,43619
33896,55983,43609
48808,56005,43608
38308,56010,43596
88242,56012,43593
9172,56023,43586
64054,56026,43579
86698,12557,43567
11722,56028,43562
81844,56037,43546
15442,56049,43525
38446,62707,43510
69075,56058,43504
92146,56065,43498
23835,56066,43498
73961,56067,43496
16100,56072,43465
46708,56074,43460
76105,56094,43459
96206,56095,43455
23283,56121,43454
37997,56127,43448
94305,56127,43419
24458,81256,43419
64318,56176,43416
66061,56179,43395
78747,28585,43391
44616,56185,43377
79525,56187,43346
26032,56192,43341
24952,56195,43334
53399,56199,43327
74035,27836,43318
42208,72184,43311
29482,56254,43287
21127,56270,43279
9061,56294,43252
28732,56298,43246
49225,56302,43238
70479,56304,43234
72346,56313,43231
67438,56339,43229
34315,56342,43227
24845,92217,43210
14298,71304,43193
340,56366,43186
74433,56371,43185
77003,56376,43169
81477,56384,43153
12220,56398,43119
88914,56401,43092
33525,56403,43083
10534,56416,43080
42708,56431,43062
76268,56432,43041
98679,56435,43013
58030,56451,42996
79520,56452,42984
28201,56486,42974
19877,56490,42947
79560,56500,42931
81681,56516,42931
40792,56516,42908
79393,56524,42898
27999,56533,42887
64699,56539,42878
6961,56554,42876
89189,56586,42861
37477,56588,42846
98451,56591,42835
23179,53906,42829
68211,56600,42799
59286,56602,42781
73331,56626,42770
73037,56643,42769
90778,72633,42761
4442,56674,42760
89788,56674,42756
30299,38591,42754
65790,25496,42747
4521,56696,42726
89005,56701,42719
85469,56712,42718
15902,56718,42714
97005,56738,42709
61173,56740,42697
93671,56744,42696
58685,56754,42695
89672,56772,42693
42648,56780,42693
89872,85403,42666
73919,60751,42659
96007,56804,42642
95233,56830,42641
67187,56836,42604
50521,56842,42591
13920,30057,42580
54360,56861,42567
51631,56886,42551
77551,56888,42542
233,56927,42539
72748,30175,42538
85811,75495,42534
60288,56954,42517
89204,56970,42514
26651,75810,42509
70950,56985,42501
70684,56991,42495
85907,56992,42485
26019,34413,42485
53064,57033,42477
8471,54261,42449
7674,57033,42443
63858,57045,42439
20453,63634,42438
55034,8576,42436
28450,57082,42427
11827,42280,42417
71079,92450,42405
3707,35039,42383
68260,57104,42379
53647,57127,42379
92156,81648,42369
35733,57130,42368
62071,57139,42359
86635,57152,42351
47180,57161,42324
14009,14162,42319
80088,83133,42313
3066,12653,42301
87393,57238,42266
43861,57243,42261
60322,57251,42261
38730,57257,42247
67317,57257,42247
93557,57257,42246
42345,57265,42245
16897,57267,42241
77496,57290,42229
46826,57293,42225
65199,57310,42205
6167,57313,42193
62251,57318,42188
94816,70806,42185
45004,57333,42183
10304,57337,42156
62709,40134,42122
51374,57341,42110
88532,57346,42108
28324,57347,42077
24309,57349,42070
84782,57354,42069
96765,57371,42040
80838,54782,42002
65828,57378,41959
12010,56645,41938
955,57391,41921
14493,57401,41916
4252,57420,41914
38207,57440,41911
28637,57443,41897
6335,26182,41893
86499,833,41885
84875,57487,41873
52811,57495,41863
67714,57516,41858
86522,53691,41852
12269,57519,41835
16896,57524,41827
24895,57525,41827
33433,57529,41812
79967,57535,41805
86833,12127,41781
68572,57541,41753
68574,57544,41750
29062,57545,41750
45025,57547,41730
99607,85844,41692
89892,57551,41645
93828,57552,41625
67720,93947,41608
75502,57580,41608
95232,57587,41602
84986,57605,41578
16914,12296,41576
87350,57657,41547
805,57673,41541
53308,57673,41532
85789,57673,41519
78490,57691,41509
3888,2567,41498
92535,92435,41497
42421,57714,41476
33482,57714,41462
80354,57732,41431
35398,57743,41429
71286,57758,41429
84977,57760,41367
76352,57761,41356
25302,57764,41337
81198,57767,41332
60367,57773,41328
29585,57786,41327
82338,57794,41326
83170,93422,41307
56991,57813,41305
42352,47310,41302
90638,75921,41297
32490,36820,41268
26446,96764,41245
52168,57855,41244
70184,57874,41242
94795,57892,41241
67415,38554,41227
53553,57912,41222
37266,57958,41214
36223,58005,41207
49295,58006,41182
34886,58008,41160
45002,58033,41152
408,58039,41143
47461,58052,41096
59795,67653,41088
42998,58058,41088
94636,58062,41084
72377,58067,41079
52482,84379,41065
39652,58071,41053
9997,48306,41051
38564,13797,41029
39149,27119,41028
77412,58098,41027
20154,58102,41018
52441,58117,41017
75247,58117,41002
82817,58128,40999
17586,58138,40996
57899,58166,40996
56252,58167,40971
36755,58176,40971
33966,6776,40954
87926,58197,40945
50295,58197,40931
15758,58200,40915
11746,58232,40904
62729,44108,40901
94652,90750,40892
28558,58271,40863
34721,6458,40858
650,58286,40845
27891,58287,40828
78151,58296,40811
98810,58296,40786
98604,58309,40786
77903,58346,40769
46240,58346,40766
26880,58370,40763
89340,58379,40746
59787,58382,40736
48372,58382,40710
53409,58385,40709
86490,29575,40694
64268,54795,40691
5976,51820,40691
15830,58419,40672
22695,58552,40668
87464,37253,40667
1801,58495,40664
96612,58507,40662
8533,58521,40654
43868,58521,40652
32483,70747,40650
31136,58544,40649
85482,15273,40635
15506,58549,40633
37657,42872,40628
14881,58565,40619
78562,28383,40611
82935,58577,40605
16773,92961,40603
95783,58599,40602
58599,58645,40596
95161,73220,40593
30511,58692,40553
39815,58705,40543
27198,58752,40542
65960,58753,40541
78017,61691,40508
97516,72561,40508
24137,58777,40500
6630,58814,40491
18716,58820,40474
62080,58830,40455
60898,66898,40443
57548,58846,40434
67794,58870,40428
31358,58872,40418
15397,58881,40410
32568,58884,40402
62755,58888,40402
65371,58895,40397
27021,58904,40381
2607,58917,40370
61904,58938,40361
30121,85011,40357
18972,87390,40356
38603,58952,40344
66692,58954,40336
24770,58971,40320
53144,59004,40302
41038,59020,40251
16885,59022,40231
77070,59023,40231
522,59029,40224
66188,59035,40208
61468,59036,40202
65402,59037,40194
57725,59045,40184
18338,59053,40164
16453,59054,40152
25129,59060,40148
99524,36756,40147
23827,59069,40133
38803,16800,40133
50706,59080,40131
84993,28095,40125
18992,59098,40120
95518,59102,40109
20897,59108,40108
14461,59130,40073
14742,59131,40054
20485,59137,40045
33947,59148,40037
74878,59150,40013
54783,59150,39968
25634,59163,39930
79196,59168,39904
50925,59187,39873
99672,27661,39852
43634,59196,39849
79181,25658,39831
4619,59198,39818
25724,59207,39802
19904,66348,39800
26582,59219,39795
21734,59231,39794
88899,59235,39782
76051,59241,39762
37257,59247,39762
62445,2593,39738
5776,59259,39732
72400,59264,39731
26422,95203,39730
5697,60687,39699
53444,59285,39668
62797,20743,39659
86534,59293,39625
92353,59299,39599
923,59303,39597
77053,38181,39580
20833,70168,39578
63917,59311,39567
10052,59314,39557
59754,59314,39553
31218,59317,39550
44310,59339,39537
94987,59340,39526
69001,59350,39525
52104,59350,39509
14691,59356,39503
74624,59372,39502
89259,59392,39502
34253,59402,39500
74951,59403,39485
3958,59406,39481
36947,59425,39477
89461,59437,39451
6790,59442,39451
4763,59468,39440
3101,59524,39427
30823,59573,39426
42802,59639,39421
91690,59640,39401
6626,59651,39392
68432,59664,39389
53306,59666,39384
11808,59676,39377
12174,51649,39375
13281,59689,39362
5120,27041,39344
8300,71927,39343
43051,59713,39313
22241,59727,39300
69341,59735,39290
43372,59735,39280
99533,59757,39262
73804,59760,39249
77332,59773,39237
1234,59775,39227
22507,59784,39208
1590,59841,39177
24228,59845,39171
54522,59851,39168
49274,59854,39151
99237,59855,39125
50982,59874,39110
12407,59877,39103
60488,59887,39100
67995,59892,39097
34568,13375,39094
16173,59903,39088
39676,59925,39074
23612,59934,39044
27307,59970,39031
50502,37976,39022
58508,34715,39015
68602,59997,39013
95717,33992,38977
71799,59292,38953
68491,60069,38936
82968,60088,38933
80238,19997,38929
89965,70770,38928
18233,60148,38928
79725,60157,38905
86108,95152,38894
86013,60204,38886
24305,60206,38885
90927,60218,38863
29060,60220,38829
15663,60222,38826
3166,60229,38822
56148,60256,38804
77507,60284,38802
57757,60298,38789
57310,60307,38776
87452,60324,38763
97944,60327,38744
68843,71368,38697
19462,60328,38695
42901,60329,38689
56048,60330,38680
61988,60340,38676
86415,60348,38674
50169,60351,38642
68005,60356,38637
11596,60356,38629
14595,60360,38617
98847,60365,38612
34390,60370,38577
34670,60371,38569
15904,60375,38568
48938,60404,38558
52405,60412,38550
46133,60414,38544
73900,24483,38542
32499,60426,38531
14353,60438,38521
76554,34645,38498
51881,60452,38493
59847,60453,38480
47484,59064,38478
12957,20720,38475
30605,60465,38466
1653,60469,38440
90075,60481,38440
26559,60482,38432
26842,60500,38430
94762,60507,38416
16397,48481,38415
8790,60518,38411
93032,60528,38374
87266,60528,38366
66514,60530,38361
2160,60531,38360
33043,60534,38355
22020,60555,38350
29923,60566,38347
65135,60571,38344
56112,67419,38342
82077,37953,38338
88312,60605,38337
67486,60647,38334
24647,59970,38329
59623,62407,38324
30685,60665,38300
29494,60678,38292
53853,14849,38251
15243,60727,38240
92225,32013,38207
76658,60746,38202
34994,79102,38185
45330,60749,38180
51665,18056,38149
58853,60757,38146
53185,60768,38143
63210,60773,38140
94994,60778,38111
29119,60810,38103
17301,60824,38097
16377,60835,38090
7865,43331,38075
97599,60885,38063
99674,89821,38053
3532,60893,38039
50700,60939,38019
42587,60965,38011
74686,51945,38003
39593,60979,37991
24151,88811,37981
75635,74042,37975
40735,60994,37961
5225,3797,37955
51639,61002,37954
42964,61004,37921
87467,61021,37891
48325,61024,37867
91284,61024,37849
77648,61031,37838
38030,61034,37836
7595,61040,37834
4789,61050,37831
78446,61055,37821
42158,61061,37804
52125,61062,37801
19266,61070,37779
84095,61093,37755
43776,49561,37752
2708,61113,37738
89089,61136,37732
99084,98237,37685
10622,61165,37682
69563,61169,37667
91012,61169,37660
30285,61179,37658
54701,72165,37642
7253,91359,37607
44829,61188,37605
55562,98937,37603
54066,61205,37602
65219,61209,37573
19292,61221,37567
42517,61224,37566
54439,34337,37563
48453,61285,37555
90971,61287,37528
80955,62712,37517
93801,61294,37516
68042,61301,37454
56022,61323,37416
29674,8549,37412
96380,61363,37404
77991,61363,37390
40730,61389,37389
51550,61414,37363
25634,84741,37361
81000,61420,37342
81787,61425,37317
81454,10049,37306
22893,61455,37300
50114,61468,37275
97349,61488,37265
9852,61494,37263
98031,61502,37257
